Title,lat,lng,Tags (Keywords),Features,Category,id
Chickpea Restaurant,49.246593,-123.10116,"brunch,chickpeafries,salad,sabich,baklava,eggsbenedict,bread,veganfood,softinside,menucovers,alldaybreakfast,greatbeer,platter,kefir,crispy,beets,ipa,delicious food,great type diet,more earth,good stuff,welcome hummus,more picture,quick appie,very friendly service,more oily meal,their delicious fare,okay love,","Delivery,Takeout,Seating,StreetParking,HighchairsAvailable,WheelchairAccessible,ServesAlcohol,WineandBeer,FreeWifi,AcceptsCreditCards,TableService,Reservations,OutdoorSeating,LiveMusic","Fusion,MiddleEastern,Canadian,Israeli,Breakfast,Dinner,Brunch,After-hours,Drinks,Lunch,VegetarianFriendly,VeganOptions,GlutenFreeOptions",8615
Grub,49.246433,-123.10107,"duck,scallops,flourlesschocolatecake,poultry,cannelloni,fritters,salad,curry,crepes,thefrenchonionsoup,relaxedatmosphere,vegan,lingcod,veggies,mains,food amazing chef,warm vegetable salad,great veggie,friendly apple crepe,enjoy grub,huge party,many year,most depth flavour,top menu,good thing,very nice table,also great wine,very nice dinner,very pleasant surprise,just outstanding tender,more than one,","Reservations,Seating,WheelchairAccessible,ServesAlcohol,TableService","Canadian,International,Dinner,VegetarianFriendly,VeganOptions,GlutenFreeOptions",8641
Havana Vancouver,49.273693,-123.06955,"brunch,tacos,tostones,chorizo,burger,fries,thehappyhourmenu,sangria,great food option,improvement great restaurant,happy hour menu,great dinner,happy hour,fab happy hour,great selection,baby great coffee,delicious service,friendly staff price,hilarious improv show,cool vibe,advance secure area,staff excellent,love andrew ashley,nice atmosphere,sure check,two more chair,too fast lol,","Takeout,Reservations,OutdoorSeating,Seating,WheelchairAccessible,ServesAlcohol,FullBar,TableService,HighchairsAvailable","Latin,Cuban,Lunch,Dinner,Brunch,Breakfast,After-hours,VegetarianFriendly,GlutenFreeOptions,VeganOptions",8647
Arriva Ristorante,49.27109,-123.06973,"pasta,tiramisu,insalata,ossobucco,clams,rackoflamb,bread,commercialdrive,sundriedtomatoes,italiandishes,wednesdayevening,creamsauce,portionsaregenerous,noreservation,cardinale,good food,good service,top top u,great service,delicious pasta,great table,friendly experience,arriva fit bill,very good restaurant,perfect temperature,warmly door,","Reservations,Seating,HighchairsAvailable,WheelchairAccessible,ServesAlcohol,FullBar,TableService","Italian,Mediterranean,Lunch,Dinner,VegetarianFriendly,VeganOptions,GlutenFreeOptions",8655
Trafiq Cafe and Bakery,49.247356,-123.101006,"cakes,hamandcheesecroissant,quesadilla,chicken,lemontart,bitetoeat,earlgrey,yummy,super sugary cake,amazing cafe,amazing first staff,really good cake,sweet treat,great people,amazing pastry,outstanding staff,special treat,very popular cafe,ever had love,","Takeout,WheelchairAccessible,AcceptsMastercard,AcceptsVisa,Seating","Cafe,Canadian,Brunch,Breakfast,Lunch,VegetarianFriendly",8677
Tangent Cafe,49.26609,-123.069885,"brunch,smokedmeat,hash,roti,pancakes,fries,yolks,seasoning,yum,good food,great food,great service,best roti,middle great atmosphere,awesome little spot,excellent meal,clean line,","OutdoorSeating,Seating,ServesAlcohol,TableService,Reservations,HighchairsAvailable,WheelchairAccessible,LiveMusic,JazzBar","Canadian,Cafe,Breakfast,Lunch,Dinner,Brunch,VegetarianFriendly,VeganOptions,GlutenFreeOptions",8728
Marcello Pizzeria,49.272,-123.06934,"pizza,grilledcalamari,pollopicante,greenpeppers,tagliatelle,noodles,seafood,commercialdrive,delicioustoppings,housewine,servicewasabitslow,marcellos,olives,medium,leftovers,texture,good place pasta,most pizza,best side note,many good carabonaras,good balance acidity,fantastic food,excellent food,marcello pizzeria genuine,excellent dish,many people,many option,u great,grand scheme thing,wonderful offer,delicious topping,how great server,our favorite pasta,","Takeout,Reservations,OutdoorSeating,Seating,HighchairsAvailable,WheelchairAccessible,ServesAlcohol,FullBar,TableService","Italian,Pizza,Asian,Lunch,Dinner,After-hours,Drinks,VegetarianFriendly,VeganOptions,GlutenFreeOptions",8761
Sun Sui Wah Seafood Restaurant,49.250515,-123.10069,"kingcrab,dimsum,seafood,shrimpdumplings,fastservice,dishes,branch,good service,fine food,many customer,many party,interesting atmosphere,","Takeout,Reservations,PrivateDining,Seating,Television,WheelchairAccessible,ServesAlcohol,TableService","Chinese,Asian,Seafood,Lunch,Dinner,Brunch,VegetarianFriendly",8785
Hawker's Delight,49.24837,-123.1012,"laksa,fritters,roti,curry,springrolls,malaysianfood,dishes,spicy,hastings,great place dine,great little spot,quick meal,still good place,huge helping,really spectacular course,specially tourist,",Takeout,"Asian,Singaporean,Malaysian,Lunch,Dinner,VegetarianFriendly",8791
Shameful Tiki Room,49.2461,-123.10117,"crabdip,nachos,pupuplatter,tikidrinks,foodmenuis,funatmosphere,friendsbirthday,bowl,reso,appies,cinnamon,great time restaurant,memorable experience drink,delicious food,great time,nice surprise,wonderful advice,absolutely love atmosphere,impressively precise detail,which delicious,","Reservations,Seating,ServesAlcohol,FullBar,TableService,LiveMusic","Bar,Polynesian,Dinner,After-hours,Drinks,",8886
Cafe Deux Soleils,49.26618,-123.069626,"hashbrowns,eastvan,foodwasgreat,vegetarian,sangria,good hearty breakfast,great music,clean table,happy hour,very friendly host,","Takeout,Seating,HighchairsAvailable,WheelchairAccessible,LiveMusic","Cafe,Canadian,Breakfast,Brunch,Lunch,Dinner,VegetarianFriendly,VeganOptions,GlutenFreeOptions",8919
Jam Jar,49.26442,-123.069695,"deepfriedcauliflower,falafel,batataharra,salad,lebanesefood,pomegranatemolasses,vancouverrestaurants,everybite,satatthebar,bulgur,dish,shareable,wheat,vegetarian,washroom,great place,great atmosphere,nice see place,number delicious dish,delicious staff,welcome addition drive,wonderful dining experience,dessert free,","Takeout,Seating,WheelchairAccessible,ServesAlcohol,TableService","Lebanese,Mediterranean,MiddleEastern,Lunch,Dinner,Brunch,VegetarianFriendly,VeganOptions,GlutenFreeOptions",8941
Bistro Wagon Rouge,49.284805,-123.066185,",excellent food,super delicious food,great efficient service,most hotel downtown,good hand,more modern twist,outstanding server,outstanding shiraz,mostly seat bar,very sweet wish,","Seating,ServesAlcohol,TableService","French,Dinner,",8945
Sushi Nanaimo,49.2815,-123.05629,"chickenteriyaki,sushi,takeout,fridaynight,takeout,love sushi,great service,simply delicious sushi,enthusiastic greeting,most thing,happy hour,consistently amazing experience,your table love,which delicious,","Takeout,Seating,ServesAlcohol,TableService","Japanese,Sushi,Asian,Lunch,Dinner,VegetarianFriendly,VeganOptions",8964
Scandilicious Foods,49.284443,-123.06566,"waffles,brie,hollandaisesauce,freewaffle,maplesyrup,coast,crispy,gluten free waffle,good waffle,gluten free option,good service food,friendly staff,such great job,awesome food,fabulous option,maple syrup top,many place,nice spot,most day,what great choice,really good patio,great aforementioned,","Seating,Takeout,WheelchairAccessible","Cafe,Scandinavian,Canadian,Breakfast,Brunch,Lunch,VegetarianFriendly,GlutenFreeOptions,VeganOptions",8973
DownLow Chicken Shack,49.276352,-123.06971,"chickensandwich,fries,crunchycoating,bread,wings,sandwiches,heatlevel,mediumheat,commercialdrive,slaw,sides,cannibal,hype,tender,combo,neighborhood,good most people,delicious looking sandwich,neighborhood love,","Takeout,Seating",",Lunch,Dinner,",8974
Bon's Off Broadway,49.262543,-123.05689,",great place,delicious breakfast sausage,nice see place,such great time,great value money,special good portion,delicious food,many time,full writing graffiti,","Seating,WheelchairAccessible,TableService,Takeout","Cafe,Canadian,American,Fusion,Diner,Breakfast,Lunch,",9004
Moja Coffee,49.2747,-123.06917,",great coffee,best coffee,amazing coffee,awesome coffee,coffee superb,delicious coffee treat,free coffee choice,best bean,great latte,great service,good service,great food,good location,great work,overall great experience,good weather,good moja,cool place,incredible place,wonderful staff,","Seating,WheelchairAccessible,Takeout","Cafe,Canadian,,",9019
Carthage Cafe,49.26819,-123.06975,"lambshank,mussels,salad,generousportions,gorgonzola,tender,broadway,good selection food,lamb delicious,lovely jazzy music,pleasant evening,light meal,our good friend,great well service,their brilliant salad,","Reservations,Seating,WheelchairAccessible,ServesAlcohol,TableService,Takeout,FullBar","French,Tunisian,Lunch,Dinner,VegetarianFriendly,GlutenFreeOptions",9060
The French Table,49.250015,-123.10091,"escargot,fondue,crepessuzette,vichyssoise,emmentalcheese,liver,redsnapper,beefwellington,filet,pastry,meteredstreetparking,specialoftheday,anappetizer,cookedperfectly,serge,bistro,pedigree,good food,good wine selection,good mussel,special dessert,one best restaurant,most meal,rich dish omelette,very good job,especially good thanks,very good pedigree,which good thing,rich dish,too many dish,grand marnier,light cream,one better version,our original plan,more depending crowd,","Reservations,Seating,ServesAlcohol,FullBar,TableService,OutdoorSeating,WheelchairAccessible,FreeWifi","French,European,Brunch,Lunch,Dinner,After-hours,VegetarianFriendly",9064
Fratelli Bakery,49.26881,-123.06981,"cake,olivebread,bakedgoods,italianstyle,pizzadough,benne,loaf,cappuccino,gluten free crowd,delighted discovered lady,really good bakery,more goody,many thing,exquisite dessert,your special occasion,","Takeout,WheelchairAccessible",",Breakfast,",9090
Tatsu Japanese Bistro,49.27166,-123.069725,"tunatataki,japanesesushi,surfclam,sunomono,californiaroll,shrimp,salad,tetsu,dishes,great selection sushi,good japanese beer,great time,delicious food,wall great price,lot friendly face,entree service excellent,more le,","Takeout,Reservations,Seating,ServesAlcohol,TableService,WheelchairAccessible","Japanese,Seafood,Sushi,Asian,Lunch,Dinner,VegetarianFriendly,VeganOptions,GlutenFreeOptions",9096
Cannibal Cafe,49.268337,-123.06941,"burger,wings,fries,kimchi,fritters,buildyourown,milkshakes,6oz,beers,cilantro,damper good burger,free birthday burger,friendly burger,good price,one best burger,great service chill,cilantro fritter delicious,great food,more experience,nice people,","Takeout,Reservations,Seating,Television,ServesAlcohol,FullBar,TableService","American,Bar,Canadian,Lunch,Dinner,Breakfast,GlutenFreeOptions",9113
Splitz Grill,49.247093,-123.101036,",best restaurant burger,bun great eats,most eatery,amazing food,amazing hospitality,","Takeout,Seating,WheelchairAccessible","American,Canadian,Lunch,Dinner,",9172
Campagnolo Roma,49.281326,-123.05781,",nice atmosphere waiter,better home salad,most restaurant,huge issue,disappoints love experience,dish superb,dessert delicious,simply delicious service,","Takeout,Seating,WheelchairAccessible,ServesAlcohol,FullBar,Reservations,TableService","Italian,Pizza,Lunch,Dinner,Brunch,VegetarianFriendly,VeganOptions,GlutenFreeOptions",9207
Lombardo's Ristorante & Pizzeria,49.270016,-123.07004,"pizza,salad,calamari,spaghetti,seafood,cakes,undergroundparking,greatpasta,greatitalianfood,smokedsalmon,ingredients,,","Takeout,Reservations,Seating,WheelchairAccessible,ServesAlcohol,TableService,HighchairsAvailable,FullBar","Italian,Pizza,Lunch,Dinner,VegetarianFriendly",9225
Pizza Carano,49.24715,-123.090324,"pizza,carne,meatballs,thincrust,birthdaydinner,fraser,trevor,great pizza,great food,great music,great urban music,delicious area town,interior friendly staff,superb ingredient,good weather,excellent meatball,your delicious cooking,really delicious combination,your sound cloud,","Takeout,Seating,WheelchairAccessible","Pizza,Canadian,Italian,Dinner,VegetarianFriendly,VeganOptions",9246
Nammos Estiatorio,49.249466,-123.090004,"grilledoctopus,souvlaki,lambshoulder,pitta,greeksalad,tapas,foodwasamazing,dishes,twist,servers,great greek chef,happy food,good seating,lovely side salad,amazing dip,fabulous meal,delicious dip olive,good waiter,wonderful conversation,free street parking,charming decor,their delicious tapa,","Reservations,Seating,WheelchairAccessible,ServesAlcohol,TableService,Takeout","Mediterranean,Greek,Lunch,Dinner,VegetarianFriendly,VeganOptions",9255
Roundel Cafe,49.281258,-123.055336,"brunch,potatoes,cheddarcheese,eggsbenedict,salad,freshfood,ketchup,homemade,servers,delicious service,unique twist,one best salad,even better food,","Seating,HighchairsAvailable,ServesAlcohol,TableService","Canadian,Cafe,Diner,Lunch,Brunch,Breakfast,VegetarianFriendly,VeganOptions",9256
Aleph Middle Eastern Eatery,49.284927,-123.065796,"enoki,shakshuka,crispypotatoes,shawarma,hummus,curry,tacos,pastadishes,silkroad,sajbread,takeout,turmeric,garlic,platter,appetizers,ambience,server,great food,fitting food,excellent use spice,great advice,wonderful message,their lovely restaurant,honey top,delicious blend,falafel delicious,most wonderful journey,perfectly cooked egg,","Reservations,Seating,TableService,Takeout","MiddleEastern,Lebanese,Mediterranean,Dinner,Lunch,VeganOptions,VegetarianFriendly",9321
Biercraft,49.274055,-123.069725,"mussels,macandcheese,wings,beerselection,commercialdrive,greatbeer,wereseatedquickly,decentfood,grimbergen,good drink,good selection cocktail,good recommendation menu,good impression,food liked beer,huge beer menu,many time,excellent food,","Seating,ServesAlcohol,FullBar,TableService","Bar,Canadian,Lunch,Dinner,Drinks,",9330
Ashiana Tandoori,49.249283,-123.074554,",best indian food,good indian restaurant,good notice review,impeccable owner,nice review,mango desert delicious,very friendly food,","AcceptsVisa,Takeout,Reservations,ParkingAvailable,StreetParking,ServesAlcohol,WineandBeer,AcceptsMastercard,FreeWifi,Delivery,Seating,HighchairsAvailable,WheelchairAccessible,AcceptsCreditCards,TableService","Indian,Healthy,Asian,Dinner,VegetarianFriendly,VeganOptions",9334
Harambe,49.265583,-123.06988,"injera,meatandvegetables,ethiopianfood,foodwasamazing,platter,amazing ethiopian food,nice ambiance place,good night,delicious injera bread,most beef item,many sharing dish,significant decline,great staff,which good sign,very nice menu,my original destination,great we,","Takeout,Reservations,Seating,WheelchairAccessible,ServesAlcohol,TableService","African,Ethiopian,Dinner,Lunch,VegetarianFriendly",9337
Ginger Sushi,49.27167,-123.069664,",lovely place,amazing people,very friendly staff,magnificent waiter,very good sushi,quite good bargain,absolutely amazing meal,","Takeout,Seating,WheelchairAccessible,TableService","Japanese,Sushi,Asian,Lunch,Dinner,VegetarianFriendly,VeganOptions",9354
Po Kong Vegetarian Restauran,49.25061,-123.077225,"spicygreenbeans,vegetariandimsum,vegdishes,wontons,eggplant,cakes,portionsarehuge,curd,bland,price fair portion,pine nut superb,","Takeout,Reservations,Seating,WheelchairAccessible,TableService","Chinese,Asian,Lunch,Dinner,VegetarianFriendly,VeganOptions",9376
Kin Kao,49.276382,-123.06964,",great food,most restaurant papaya,drink service excellent,good pepper,friendly service,kind service,consistently awesome staff,ok absolutely recommend,","Takeout,Seating,WheelchairAccessible,ServesAlcohol,TableService,Reservations","Asian,Thai,Lunch,Dinner,VegetarianFriendly,VeganOptions",9401
Pallet Coffee Roasters,49.281647,-123.06369,",good coffee,good variety pastry,good review,awesome little place,great berry flavour,perfect pop,better rating,very good love,one top list,","Seating,Takeout,OutdoorSeating,ParkingAvailable,StreetParking,FreeWifi,AcceptsCreditCards","Cafe,Breakfast,Brunch,",9405
The Reef Restaurant,49.24798,-123.100945,"johnnycakes,friedplantains,mangobutter,tacos,gingerbeer,hotsauce,anappetizer,spicy,our original server,happy jamaican,my night delicious,","Seating,WheelchairAccessible,ServesAlcohol,FullBar,TableService,Takeout,Reservations","Caribbean,Jamaican,Lunch,Dinner,Breakfast,After-hours,",9424
Dolce Amore,49.270638,-123.06958,"gelato,sorbet,icecream,commercialdrive,doublescoop,cone,yummy,best gelato,free gelato,best gelateria,fantastic flavor,able sample,criminally good treat,","Takeout,Seating",",,",9519
La Grotta Del Formaggio,49.26882,-123.07001,",huge portuguese bun,tour delicious,most important store,","Takeout,WheelchairAccessible","Italian,Deli,Lunch,Dinner,VegetarianFriendly",9522
Do Chay,49.250095,-123.07638,"banhxeo,coconutrice,squashblossoms,potstickers,eggplant,cakes,springrolls,fries,tastyvegetarian,sweetandspicy,blackgarlic,plantbased,veganrestaurant,daikon,kingsley,mouth,bowl,delicious food,many interesting food,delicious dinner,most delicious sauce,top rice,notable dish,sweet soy sauce,more plant,really friendly price,what pleasant discovery,","Reservations,Seating,AcceptsCreditCards,TableService","Asian,Vietnamese,Lunch,Dinner,VegetarianFriendly,VeganOptions",9529
Green Lettuce  Indian Style Chinese Restaurant,49.24578,-123.06596,"laksa,friedrice,gobimanchurian,chowmein,chicken,superbfood,attentiveservice,saturdaynight,worththewait,spicy,cuisine,dishes,yum,restaurant excellent food,such great place,great restaurant,many time,very great staff,really good price,","Takeout,Seating,ParkingAvailable,ServesAlcohol,TableService,Reservations,WheelchairAccessible","Chinese,Indian,Asian,Fusion,Lunch,Dinner,VegetarianFriendly",9547
Sushi Mania Japanese Restaurant,49.25064,-123.10112,",good staff ber,quick service,many place,overall good visit,many sushi restaurant,great people skill,great value,great experience,friendly staff,top quality staff,how good place,time special menu,superb hole,incredibly affordable price,","Takeout,Seating,WheelchairAccessible,TableService","Japanese,Sushi,Asian,Lunch,Dinner,VegetarianFriendly",9558
Koko Japanese Restaurant,49.28126,-123.06263,",best sushi,better sushi,sushi trendy family,many many time,many people,special dish,fantastic food,best part,best location,display special touch,very fresh sushi,delicious bowl udon,very good quality,many decade ago,what fantastic sushi,","Takeout,Reservations,Seating,ServesAlcohol,WheelchairAccessible,TableService","Japanese,Sushi,Asian,Lunch,Dinner,VegetarianFriendly",9573
St. Augustine's,49.2636,-123.06954,"sicilianpizza,amazingbeer,foodmenu,beersontap,beerselectionis,skytrain,servers,broadway,menus,,","Reservations,Seating,Television,WheelchairAccessible,ServesAlcohol,FullBar,TableService,Takeout","Bar,Pub,Canadian,Lunch,Dinner,After-hours,Drinks,VegetarianFriendly,GlutenFreeOptions",9601
Trilussa Pizza & Pane,49.24645,-123.10142,",,","Takeout,Delivery,Reservations,WheelchairAccessible","Italian,Pizza,Breakfast,Lunch,Dinner,VegetarianFriendly",9663
The Arbor Restaurant,49.249935,-123.10109,"artichokesandwich,onionrings,tacos,steamedbuns,pasta,spicymayo,glutenfreefood,tastyfood,comfortfood,jackfruit,vegan,croutons,good conversation restaurant,lovely sauce,original server,better option vegan,very nice place,really lovely spin,very bizarre experience,","Seating,AcceptsMastercard,AcceptsVisa,TableService,Takeout,OutdoorSeating,StreetParking,HighchairsAvailable,WheelchairAccessible,ServesAlcohol,WineandBeer,AcceptsCreditCards","Healthy,Canadian,American,Pub,Lunch,Dinner,After-hours,Drinks,VegetarianFriendly,VeganOptions",9683
Bai Bua Thai Cuisine,49.28127,-123.05564,",good time,good value,delicious place,amazing food,welcome addition,nice caramelization,lunch special combo,wise penang,warm weather,","Takeout,Seating,TableService,Reservations,WheelchairAccessible","Asian,Thai,Dinner,Lunch,VegetarianFriendly,VeganOptions",9734
Helen's Grill,49.24863,-123.10067,"sandwiches,burger,jukeboxes,jukebox,booth,server,good old mom,good hearty breakfast,good soup entree,perfect service food,great portion,pretty good portion,many year,good bun,full customer,most impressive round,","Takeout,Seating,WheelchairAccessible,TableService","Diner,Canadian,American,Cafe,Lunch,Brunch,Breakfast,Dinner,VegetarianFriendly",9760
Saloniki Taverna,49.26835,-123.07012,",good glass wine,tasty good value,lamb kalamari special,good way,lamb good,meat delicious,great value money,pleasant surprise,fine dining,very delicious dish,","Reservations,Seating,ServesAlcohol,Takeout,WheelchairAccessible,TableService","Mediterranean,Greek,Dinner,Lunch,VegetarianFriendly",9771
Platform 7,49.281284,-123.05745,",great coffee,hastings good spot,great ambience ceiling,good croissant cooky,good beverage,best cappuccino,food nice atmosphere,delicious roobios tea,nice staff,excellent service,","WheelchairAccessible,Seating,ParkingAvailable,StreetParking,FreeWifi,Takeout,OutdoorSeating","Cafe,Canadian,Breakfast,Lunch,Dinner,",9772
Tandoori Palace,49.27163,-123.06998,"naan,biryani,butterchicken,spicy,portions,tender,great naan bread,excellent little restaurant,most indian restaurant,great dinner biriyani,friendly guy,service excellent,quite happy people,","Delivery,Takeout,Seating,TableService","Indian,Dinner,Lunch,VegetarianFriendly",9828
Naruto Sushi,49.25982,-123.07013,"prawntempura,sushi,smallplace,natto,plate,best place,excellent price,good review,sushi nice,excellent portion,healthy appetite lunch,special care dish,nice atmosphere,special they,","Takeout,Seating,Delivery,TableService","Japanese,Sushi,Asian,Lunch,Dinner,VegetarianFriendly",9874
Sopra Sotto,49.2711,-123.06923,"porchetta,pizza,pastadishes,salad,thincrust,fastservice,servicewasgreat,mushrooms,ingredients,server,slice,appetizers,pizza delicious pasta,nice clean room,impeccable food,sincerity nice ambiance,happy family,authentic cuisine,","Takeout,Seating,WheelchairAccessible,ServesAlcohol,TableService,Reservations","Italian,Pizza,Lunch,Dinner,VegetarianFriendly,VeganOptions",9885
Bombay Kitchen + Bar,49.275368,-123.069466,"naan,goatcurry,rice,fantasticindianrestaurant,deliciousdinner,tastyfood,ambience,dishes,servers,,","Delivery,Takeout,Reservations,Seating,TableService,ServesAlcohol","Indian,Asian,Dinner,Lunch,VegetarianFriendly,VeganOptions",9905
Yugo Restaurant,49.247547,-123.10129,"mangoyogurt,seafoodrisotto,fondantauchocolat,tacochips,cheesecake,sushi,friendlyservice,crudo,aburi,hibachi,chef,entrees,sauce,good service food,good price,perfect crunch,love place,sweet mango,great presentation gomae,very fresh portion,delicious drink,their beautiful dish,really nice dessert,","Reservations,Seating,TableService","Japanese,Sushi,Asian,Seafood,Lunch,Dinner,VegetarianFriendly",9936
Portland Craft,49.250706,-123.10104,",great menu,good music hip,strong beer list,great experience,great job guy,bartender nice,happy hour,attentive service,overly friendly place,amazing selection,","Reservations,Seating,StreetParking,Freeoff-streetparking,WheelchairAccessible,ServesAlcohol,FullBar,WineandBeer,AcceptsMastercard,AcceptsVisa,DigitalPayments,FreeWifi,ParkingAvailable,HighchairsAvailable,TableService","Bar,Pub,Canadian,American,Gastropub,Lunch,Dinner,Drinks,",9960
Boiling Point,49.248405,-123.10096,",good food,better food,great restaurant,great place lunch,great place,long good portion,good serf,good idea move,great entertainment,great vacation,pretty good price,really good deal,most server,my favorite restaurant,outstanding compliment,just perfect size,my full experience,",,"Asian,Korean,Lunch,Dinner,",10377
Cindy's Palace Chinese Seafood Restaurant,49.268635,-123.05619,",best food,food fantastic service,great dimsum,friendly server,nice size,","Takeout,Reservations,Delivery,Seating,ServesAlcohol,TableService","Chinese,Asian,Seafood,Lunch,Dinner,Brunch,Breakfast,VegetarianFriendly",11049
Yook Korean Grilled BBQ & Bistro,49.26282,-123.05639,"seafoodpancake,soup,sidedishes,meat,ambience,,","Reservations,TableService,Takeout,ParkingAvailable,StreetParking,Freeoff-streetparking,HighchairsAvailable,WheelchairAccessible,ServesAlcohol,FullBar,AcceptsCreditCards","Asian,Korean,Barbecue,Lunch,Dinner,",11098
Boteco Brasil,49.261684,-123.05675,",authentic brazilian restaurant,food delicious service,authentic experience,full meal,great only problem,better lunch dinner,sugarcane liquor refreshing,many people,never bad thing,","Delivery,Takeout,Reservations,Seating,WheelchairAccessible,ServesAlcohol,FullBar,AcceptsAmericanExpress,AcceptsMastercard,AcceptsVisa,FreeWifi,TableService,AcceptsCreditCards,LiveMusic","Brazilian,Latin,SouthAmerican,Lunch,Dinner,",11128
Pine House Bakery,49.28088,-123.05544,",,",,",Breakfast,Lunch,Dinner,",11134
Gojo Cafe,49.25924,-123.06955,",great service gojo,great ethiopian taste,great little eatery,kind food,food excellent,lovely service,great way,great mouth,many place,nice combination spice,spice delicious price,wonderful time,fish house special,special grain,good blend spicy,many folk,glad lamb,interesting appetizing,however many people,my favorite one,","Reservations,Seating,WheelchairAccessible,TableService","African,Ethiopian,Lunch,Dinner,VegetarianFriendly",11176
Got Pho,49.26176,-123.05713,",pho wonderful place,great tried place,friendly service,",,"Vietnamese,,",11205
Shiok Singapore Cuisine,49.246933,-123.069305,"laksa,prawnnoodlesoup,fries,streetparking,takeout,kingsley,portions,good size price,best place,rice honest,full pandan,friendly service,rich broth,kind flavour,friendly patient self,great new place,your best bet,free one,their appropriate bucket,",,"Asian,Singaporean,,",11266
The Charlatan,49.271435,-123.06971,"brunch,wings,ontap,craftbeer,excellentfood,pub,cauliflower,great service,more craft beer,best time,excellent food,good atmosphere,great experience,good choice,hoot great pub,dry good atmosphere,friendly couple server,more staff,incredible amount gooey,full restaurant,awesome vibe,quick one service,mostly age group,two kind bench,andy great,","OutdoorSeating,Seating,Television,ServesAlcohol,FullBar,TableService,WheelchairAccessible","Bar,Canadian,BrewPub,Pub,Gastropub,Lunch,Breakfast,",11291
Thailicious,49.28088,-123.05615,",good fresh food,local great food,best meal tour,great area,great service,lot healthy competition,delicious peanut,too many fool,very impressive price,",Seating,"Asian,Thai,Lunch,Dinner,",11295
Thien Kim Vietnamese Restaurant,49.26176,-123.05713,",excellent food,very friendly family,",,"Vietnamese,,",11305
Jackalope's Neighbourhood Dive,49.28119,-123.05868,",great food place,good tasty food,friendly staff,happy hour,comfortable environment,also great anyone,","Seating,WheelchairAccessible,TableService","Bar,Pub,Canadian,Brunch,",11307
My Chau Restaurant,49.24745,-123.06947,",great food,nice change,top owner,fantastic soup,",,"Vietnamese,,",11313
Song Houng,49.269924,-123.05669,",good place,delicious food,service excellent,quick meal,very clean food,either title kind,",,"Vietnamese,Lunch,Dinner,",11321
Renzullo Food Market,49.27259,-123.05615,",great coffee,amazing homemade meatball,quick lunch,",,"Cafe,Deli,,",11323
Flourist,49.25384,-123.068184,",many collaboration,",,"French,European,Healthy,Canadian,CentralEuropean,,",11330
Relish Gourmet Burgers,49.26416,-123.06965,",excellent service,really good hamburger,really good quality,","Takeout,Seating,ServesAlcohol,Delivery,Reservations,WheelchairAccessible","American,Canadian,Bar,Lunch,Dinner,VegetarianFriendly",11331
Trocadero Pizza & Steak House,49.26294,-123.05712,"roastlamb,pizza,prawns,familydinner,timelymanner,nanaimo,toppings,,","Takeout,Reservations,Seating,WheelchairAccessible,ServesAlcohol,FullBar,Delivery,TableService","Pizza,Greek,Dinner,Lunch,VegetarianFriendly",11333
Ming Dynasty Cuisine,49.262478,-123.05675,",more inedible part,",,"Chinese,,",11357
Addis Cafe Ethiopian Restaurant,49.26666,-123.069824,"injera,veggiecombo,lamb,commercialdrive,meat,dish,new delicious food,bundle love restaurant,better home place,delicious dish,great service,great experience,fantastic dinner,genuine care,most server,lovely people,how authentic food,excellent experience,meat top,","Reservations,Seating,ParkingAvailable,StreetParking,Freeoff-streetparking,AcceptsAmericanExpress,AcceptsMastercard,AcceptsVisa,FreeWifi,AcceptsDiscover,Takeout,WheelchairAccessible,AcceptsCreditCards,TableService","African,Ethiopian,Dinner,Lunch,VegetarianFriendly,VeganOptions",11361
Five Elements Cafe,49.27497,-123.06915,",great food,good vietnamese food,delicious food,great place,great time,good size price,many vietnamese restaurant,nice ambience clean,many people,awesome friendly people,bright light,delicious owner,more item,full flavour,very good curry,","Takeout,Seating,WheelchairAccessible,TableService","Asian,Vietnamese,Thai,Lunch,Dinner,Brunch,VegetarianFriendly,VeganOptions",11363
Varadero Cuban Cafe,49.259964,-123.06997,",good cuban restaurant,authentic experience food,nice cuban lady,good option,best soup,nice jamaican place,authentic taste,quick bite service,most cuban dish,decidedly good food,most taco,most flavour,mostly cuban decor,veggie light,",,"Caribbean,Cuban,,",11371
Golden Spring Restaurant,49.26239,-123.05677,",wise dish,sure reserve table,clean plate,",,"Chinese,,",11372
Oca Pastificio,49.27333,-123.06917,"pastadishes,salad,olives,plate,dessert,good veg,fantastic best lasagne,great evening food,more sauce,sure table,our favorite dish,what available pickup,",Reservations,"Mediterranean,,",11374
Memphis Blues BBQ,49.27246,-123.06932,"potatosalad,beefbrisket,bread,fries,elvisplatter,leftovers,good food,good value,great service,full rack rib,nice atmosphere staff,okay place,quick family,bright spot,","Takeout,Seating,WheelchairAccessible,TableService","American,Barbecue,Bar,Pub,Dinner,Lunch,",11375
Broadway Sushi Station,49.26201,-123.07091,"ricebowl,sushi,chicken,commercialdrive,skytrain,egg,great sushi place,delightful japanese restaurant,many kid,many direction crossroad,many establishment,popular korean dish,creative choosing location,house special sauce,wonderful sense respect,everything fabulous service,their special day,their significant others,my favorite,","Takeout,Seating,WheelchairAccessible,TableService","Japanese,Sushi,Asian,Lunch,Dinner,",11376
